"Message",Low,"Doel PreResolveTransforms in bestand C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x86\ilc\IlcInternals.targets uit project D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\Unnamed_1 (doel RunILTransforms is hiervan afhankelijk):"
"Message",Low,"Doel PreResolveTransforms wordt volledig opgebouwd."
"Message",Low,"Uitvoerbestand D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\intermediate\PreMergeILTransformed\PackingList.exe bestaat niet."
"Message",Low,"Taak MakeDir"
"Message",Normal,"De map D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\intermediate\PreMergeILTransformed\ wordt gemaakt."
"Message",Low,"Uitvoeren van taak MakeDir voltooid."
"Message",Low,"De taak AssemblyClosureTask uit assembly Microsoft.Build.ILTasks wordt gebruikt."
"Message",Low,"Taak AssemblyClosureTask"
"Message",Low,"Uitvoeren van taak AssemblyClosureTask voltooid."
"Message",Low,"Taak ILTransformTask overgeslagen vanwege onjuiste voorwaarde; ('@(PreResolveTransforms)' != '') heeft ('' != '') opgeleverd."
"Message",Low,"De taak Copy uit assembly Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a wordt gebruikt."
"Message",Low,"Taak Copy"
"Message",Normal,"Bestand wordt gekopieerd van D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\in\PackingList.pdb naar D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\intermediate\PreMergeILTransformed\PackingList.pdb."
"Message",Low,"Uitvoeren van taak Copy voltooid."
"Message",Low,"Taak Copy"
"Message",Normal,"Bestand wordt gekopieerd van D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\in\PackingList.exe naar D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\intermediate\PreMergeILTransformed\PackingList.exe."
"Message",Low,"Uitvoeren van taak Copy voltooid."
"Message",Low,"Taak Copy overgeslagen vanwege onjuiste voorwaarde; ('$(HasMcgPatchDlls)'=='true') heeft (''=='true') opgeleverd."
"Message",Low,"Opbouwen van doel PreResolveTransforms in project Unnamed_1 voltooid."
"Message",Low,"Doel InitInputResourceName in bestand C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x86\ilc\IlcInternals.targets uit project D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\Unnamed_1 (doel RunILTransforms is hiervan afhankelijk):"
"Message",Low,"Taak ResolveFilePathTask overgeslagen vanwege onjuiste voorwaarde; ('$(InputPath)' != '' and Exists('$(InputPath)\obj\')) heeft ('D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\in' != '' and Exists('D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\in\obj\')) opgeleverd."
"Message",Low,"De taak ResolveFilePathTask uit assembly Microsoft.Build.ILTasks wordt gebruikt."
"Message",Low,"Taak ResolveFilePathTask"
"Message",Low,"Uitvoeren van taak ResolveFilePathTask voltooid."
"Message",Low,"Opbouwen van doel InitInputResourceName in project Unnamed_1 voltooid."
"Message",Low,"Doel PreResolveTransforms overgeslagen. Vorige opbouw geslaagd."
"Message",Low,"Doel SetForSharedInputs overgeslagen vanwege onjuiste voorwaarde; ('$(UseSharedAssemblies)' == 'true') heeft ('false' == 'true') opgeleverd."
"Message",Low,"Doel SetForBuildSharedAssemblies overgeslagen vanwege onjuiste voorwaarde; ('$(BuildSharedAssemblies)' == 'true') heeft ('false' == 'true') opgeleverd."
"Message",Low,"Doel ResolveInitialReferences in bestand C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x86\ilc\IlcInternals.targets uit project D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\Unnamed_1 (doel RunILTransforms is hiervan afhankelijk):"
"Message",Low,"Taak ResolveFilePathTask"
"Message",Low,"Uitvoeren van taak ResolveFilePathTask voltooid."
"Message",Low,"Taak ResolveFilePathTask"
"Message",Low,"Uitvoeren van taak ResolveFilePathTask voltooid."
"Message",Low,"Taak IlcErrorTask overgeslagen vanwege onjuiste voorwaarde; ('@(UnresolvedManagedDllFilesErrorParameters)'!='') heeft (''!='') opgeleverd."
"Message",Low,"Taak AssemblyClosureTask"
"Message",Low,"Uitvoeren van taak AssemblyClosureTask voltooid."
"Message",Low,"Taak AssemblyClosureTask"
"Message",Low,"Uitvoeren van taak AssemblyClosureTask voltooid."
"Message",Low,"De taak RemoveDuplicates uit assembly Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a wordt gebruikt."
"Message",Low,"Taak RemoveDuplicates"
"Message",Low,"Uitvoeren van taak RemoveDuplicates voltooid."
"Message",Low,"Opbouwen van doel ResolveInitialReferences in project Unnamed_1 voltooid."
"Message",Low,"Doel RunILTransforms in bestand C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x86\ilc\IlcInternals.targets uit project D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\Unnamed_1 (doel GenerateMDILResponseFileSingleFile is hiervan afhankelijk):"
"Message",Low,"Doel RunILTransforms wordt volledig opgebouwd."
"Message",Low,"Uitvoerbestand D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\intermediate\ILTransformed\PackingList.ilexe bestaat niet."
"Message",Low,"Taak IlcMessageTask"
"Message",High,"Processing application code"
"Message",Low,"Uitvoeren van taak IlcMessageTask voltooid."
"Message",Low,"De taak ValidateSimpleNamesTask uit assembly C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x86\ilc\ilc.exe wordt gebruikt."
"Message",Low,"Taak ValidateSimpleNamesTask"
"Message",Low,"Uitvoeren van taak ValidateSimpleNamesTask voltooid."
"Message",Low,"Taak MakeDir"
"Message",Normal,"De map D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\intermediate\ILTransformed\ wordt gemaakt."
"Message",Low,"Uitvoeren van taak MakeDir voltooid."
"Message",Low,"Taak MakeDir overgeslagen vanwege onjuiste voorwaarde; ('$(BuildSharedAssemblies)' == 'true' And '$(InternalFeatureSwitch_ILTableOfContents)' == 'true') heeft ('false' == 'true' And 'true' == 'true') opgeleverd."
"Message",Low,"Taak MakeDir overgeslagen vanwege onjuiste voorwaarde; ('$(BuildSharedAssemblies)' == 'true' And '$(InternalFeatureSwitch_ILTableOfContents)' == 'true') heeft ('false' == 'true' And 'true' == 'true') opgeleverd."
"Message",Low,"Taak IlcErrorTask overgeslagen vanwege onjuiste voorwaarde; ('$(PlatformTarget)'=='') heeft ('x86'=='') opgeleverd."
"Message",Low,"Taak ResolveFilePathTask"
"Message",Low,"Uitvoeren van taak ResolveFilePathTask voltooid."
"Message",Low,"Taak IlcErrorTask overgeslagen vanwege onjuiste voorwaarde; ('@(UnresolvedMcgSourceContractsReferencesErrorParameters)'!='') heeft (''!='') opgeleverd."
"Message",Low,"Taak ResolveFilePathTask"
"Message",Low,"Uitvoeren van taak ResolveFilePathTask voltooid."
"Message",Low,"Taak IlcErrorTask overgeslagen vanwege onjuiste voorwaarde; ('@(UnresolvedMcgSourceFacadeErrorParameters)'!='') heeft (''!='') opgeleverd."
"Message",Low,"Taak ResolveFilePathTask"
"Message",Low,"Uitvoeren van taak ResolveFilePathTask voltooid."
"Message",Low,"Taak ResolveFilePathTask"
"Message",Low,"Uitvoeren van taak ResolveFilePathTask voltooid."
"Message",Low,"Taak IlcErrorTask overgeslagen vanwege onjuiste voorwaarde; ('@(UnresolvedManagedDllFilesErrorParameters)'!='') heeft (''!='') opgeleverd."
"Message",Low,"Taak AssemblyClosureTask"
"Message",Low,"Uitvoeren van taak AssemblyClosureTask voltooid."
"Message",Low,"Taak ResolveFilePathTask"
"Message",Low,"Uitvoeren van taak ResolveFilePathTask voltooid."
"Message",Low,"Taak IlcErrorTask overgeslagen vanwege onjuiste voorwaarde; ('@(UnresolvedCoreAssemblyErrorParameters)'!='') heeft (''!='') opgeleverd."
"Message",Low,"Taak RemoveDuplicates"
"Message",Low,"Uitvoeren van taak RemoveDuplicates voltooid."
"Message",Low,"Taak AddToNativePackageTask overgeslagen vanwege onjuiste voorwaarde; ('@(NeedsClrCompression)' != '' and '$(BuildSharedAssemblies)' != 'true') heeft ('' != '' and 'false' != 'true') opgeleverd."
"Message",Low,"Taak MakeDir"
"Message",Normal,"De map D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\intermediate\SgGenerated wordt gemaakt."
"Message",Low,"Uitvoeren van taak MakeDir voltooid."
"Message",Low,"De taak WriteLinesToFile uit assembly Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a wordt gebruikt."
"Message",Low,"Taak WriteLinesToFile"
"Message",Low,"Uitvoeren van taak WriteLinesToFile voltooid."
"Message",Low,"Taak MakeDir"
"Message",Normal,"De map D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\intermediate\ResW\ wordt gemaakt."
"Message",Low,"Uitvoeren van taak MakeDir voltooid."
"Message",Low,"Taak IlcWarningTask overgeslagen vanwege onjuiste voorwaarde; ('$(BuildSharedAssemblies)' != 'true' and '@(ReducerInputFiles)' == '') heeft ('false' != 'true' and 'D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\in\Properties\Default.rd.xml' == '') opgeleverd."
"Message",Low,"Taak ILTransformTask"
"Message",Normal,"Running 'Analysis' transform, heap at 10 MB."
"Message",Low,"Loading 75 modules..."
"Message",Normal,"Imported reflection directives from 8 files:"
"Message",Normal,"D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\in\Properties\Default.rd.xml"
"Message",Normal,"Embedded manifest in System.Diagnostics.Tracing: Resources.System.Diagnostics.Tracing.rd.xml"
"Message",Normal,"Embedded manifest in System.Private.CoreLib: Resources.System.Private.CoreLib.rd.xml"
"Message",Normal,"Embedded manifest in System.Private.Uri: Resources.System.Private.Uri.rd.xml"
"Message",Normal,"Embedded manifest in System.Private.Reflection: Resources.System.Private.Reflection.rd.xml"
"Message",Normal,"Embedded manifest in System.Private.Reflection.Core: Resources.System.Private.Reflection.Core.rd.xml"
"Message",Normal,"Embedded manifest in System.Private.Interop: Resources.System.Private.Interop.rd.xml"
"Message",Normal,"Microsoft.ApplicationInsights"
"Message",Normal,"Imported XAML Roots from 1 files:"
"Message",Normal,"D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\in\PackingList.xr.xml"
"Message",Normal,"Running 'Mcg' transform, heap at 154 MB."
"Message",High,"Computing application closure and generating interop code"
"Message",Normal,"  List of .lib files:"
"Message",Normal,"      WindowsApp.lib"
"Message",Normal,"  List of .lib search paths:"
"Message",Normal,"      C:\Program Files (x86)\Windows Kits\10\lib\10.0.10240.0\um\x86"
"Message",Normal,"  Loading exports from libs..."
"Message",Normal,"      2365 exports read from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.10240.0\um\x86\WindowsApp.lib'."
"Message",Normal,"  Loading 75 modules..."
"Message",Normal,"  Generating code..."
"Message",Normal,"      Resolving P/invokes..."
"Message",Normal,"          P/Invoke 'RhWaitForPendingFinalizers' could not be resolved but ExactSpelling specified , defaulting to [MRT]!RhWaitForPendingFinalizers"
"Message",Normal,"          P/Invoke 'RhCompatibleReentrantWaitAny' could not be resolved but ExactSpelling specified , defaulting to [MRT]!RhCompatibleReentrantWaitAny"
"Message",Normal,"          P/Invoke '_ecvt_s' could not be resolved but ExactSpelling specified , defaulting to [MRT]!_ecvt_s"
"Message",Normal,"          P/Invoke 'memmove' could not be resolved but ExactSpelling specified , defaulting to [MRT]!memmove"
"Message",Normal,"          P/Invoke 'GetLastError' resolved to api-ms-win-core-errorhandling-l1-1-1.dll!GetLastError"
"Message",Normal,"          P/Invoke 'SetLastError' resolved to api-ms-win-core-errorhandling-l1-1-1.dll!SetLastError"
"Message",Normal,"          P/Invoke 'GetLastError' resolved to api-ms-win-core-errorhandling-l1-1-1.dll!GetLastError"
"Message",Normal,"          P/Invoke 'NormalizeString' resolved to api-ms-win-core-normalization-l1-1-0.dll!NormalizeString"
"Message",Normal,"          P/Invoke 'RoInitialize' resolved to api-ms-win-core-winrt-l1-1-0.dll!RoInitialize"
"Message",Normal,"          P/Invoke 'GetCurrentThreadId' resolved to api-ms-win-core-processthreads-l1-1-2.dll!GetCurrentThreadId"
"Message",Normal,"          P/Invoke 'GetCurrentProcessId' resolved to api-ms-win-core-processthreads-l1-1-2.dll!GetCurrentProcessId"
"Message",Normal,"          P/Invoke 'EventWriteTransfer' resolved to api-ms-win-eventing-provider-l1-1-0.dll!EventWriteTransfer"
"Message",Normal,"          P/Invoke 'EventSetInformation' resolved to api-ms-win-eventing-provider-l1-1-0.dll!EventSetInformation"
"Message",Normal,"          P/Invoke 'EventRegister' resolved to api-ms-win-eventing-provider-l1-1-0.dll!EventRegister"
"Message",Normal,"          P/Invoke 'EventUnregister' resolved to api-ms-win-eventing-provider-l1-1-0.dll!EventUnregister"
"Message",Normal,"          P/Invoke 'IsValidLocaleName' resolved to api-ms-win-core-localization-l1-2-1.dll!IsValidLocaleName"
"Message",Normal,"          P/Invoke 'ResolveLocaleName' resolved to api-ms-win-core-localization-l1-2-1.dll!ResolveLocaleName"
"Message",Normal,"          P/Invoke 'FormatMessage' resolved to api-ms-win-core-localization-l1-2-1.dll!FormatMessageA"
"Message",Normal,"          P/Invoke 'GetCPInfoExW' resolved to api-ms-win-core-localization-l1-2-1.dll!GetCPInfoExW"
"Message",Normal,"          P/Invoke 'IdnToAscii' resolved to api-ms-win-core-localization-l1-2-1.dll!IdnToAscii"
"Message",Normal,"          P/Invoke 'IdnToUnicode' resolved to api-ms-win-core-localization-l1-2-1.dll!IdnToUnicode"
"Message",Normal,"          P/Invoke 'FindNLSStringEx' resolved to api-ms-win-core-localization-l1-2-1.dll!FindNLSStringEx"
"Message",Normal,"          P/Invoke 'FormatMessageW' resolved to api-ms-win-core-localization-l1-2-1.dll!FormatMessageW"
"Message",Normal,"          P/Invoke 'GetCommandLineW' resolved to api-ms-win-core-processenvironment-l1-2-0.dll!GetCommandLineW"
"Message",Normal,"          P/Invoke 'RaiseFailFastException' resolved to api-ms-win-core-errorhandling-l1-1-3.dll!RaiseFailFastException"
"Message",Normal,"          P/Invoke 'QueryPerformanceFrequency' resolved to api-ms-win-core-profile-l1-1-0.dll!QueryPerformanceFrequency"
"Message",Normal,"          P/Invoke 'QueryPerformanceCounter' resolved to api-ms-win-core-profile-l1-1-0.dll!QueryPerformanceCounter"
"Message",Normal,"          P/Invoke 'CallingConventionConverter_GetStubs' could not be resolved but ExactSpelling specified , defaulting to *!CallingConventionConverter_GetStubs"
"Message",Normal,"          P/Invoke 'ConstrainedCallSupport_GetStubs' could not be resolved but ExactSpelling specified , defaulting to *!ConstrainedCallSupport_GetStubs"
"Message",Normal,"          P/Invoke 'GetNativeSystemInfo' resolved to api-ms-win-core-sysinfo-l1-2-1.dll!GetNativeSystemInfo"
"Message",Normal,"          P/Invoke 'VirtualQuery' resolved to api-ms-win-core-memory-l1-1-2.dll!VirtualQuery"
"Message",Normal,"          P/Invoke 'CompareStringEx' resolved to api-ms-win-core-string-l1-1-0.dll!CompareStringEx"
"Message",Normal,"          P/Invoke 'CompareStringOrdinal' resolved to api-ms-win-core-string-l1-1-0.dll!CompareStringOrdinal"
"Message",Normal,"          P/Invoke 'FindStringOrdinal' resolved to api-ms-win-core-libraryloader-l1-2-0.dll!FindStringOrdinal"
"Message",Normal,"          P/Invoke 'deflateInit2_' resolved to clrcompression.dll!deflateInit2_"
"Message",Normal,"          P/Invoke 'deflateEnd' resolved to clrcompression.dll!deflateEnd"
"Message",Normal,"          P/Invoke 'inflateEnd' resolved to clrcompression.dll!inflateEnd"
"Message",Normal,"          P/Invoke 'deflate' resolved to clrcompression.dll!deflate"
"Message",Normal,"          P/Invoke 'CoCreateInstance' could not be resolved but ExactSpelling specified , defaulting to api-ms-win-core-com-l1-1-0.dll!CoCreateInstance"
"Message",Normal,"          P/Invoke 'QueryUnbiasedInterruptTime' resolved to api-ms-win-core-realtime-l1-1-0.dll!QueryUnbiasedInterruptTime"
"Message",Normal,"          P/Invoke 'SysFreeString' resolved to oleaut32.dll!#6"
"Message",Normal,"          P/Invoke 'GetLongPathNameW' resolved to api-ms-win-core-file-l1-2-1.dll!GetLongPathNameW"
"Message",Normal,"          P/Invoke 'GetLongPathNameW' resolved to api-ms-win-core-file-l1-2-1.dll!GetLongPathNameW"
"Message",Normal,"          P/Invoke 'GetFullPathNameW' resolved to api-ms-win-core-file-l1-2-1.dll!GetFullPathNameW"
"Message",Normal,"          P/Invoke 'GetFullPathNameW' resolved to api-ms-win-core-file-l1-2-1.dll!GetFullPathNameW"
"Message",Normal,"          P/Invoke 'RoGetBufferMarshaler' resolved to api-ms-win-core-winrt-robuffer-l1-1-0.dll!RoGetBufferMarshaler"
"Message",Normal,"  Interop code generated."
"Message",Normal,"  Written code to AssemblyInfo.g.cs"
"Message",Normal,"  Written code to Adapters.g.cs"
"Message",Normal,"  Written code to Data.g.cs"
"Message",Normal,"  Written code to Helpers.g.cs"
"Message",Normal,"  Written code to ImplTypes.g.cs"
"Message",Normal,"  Written code to PInvoke.g.cs"
"Message",Normal,"  Written code to SafeTypes.g.cs"
"Message",Normal,"  Written code to SharedStubs.g.cs"
"Message",Normal,"  Written code to PackingList.ITFProxy.g.cs"
"Message",Normal,"Running 'CompileMcgSourceAndSerializationAssemblyGenerator' transform, heap at 195 MB."
"Message",High,"Generating serialization code"
"Message",High,"Compiling interop code"
"Message",Low,"Compiling MCG output with arguments:  /debug:""pdbonly"" /nowarn:""0436;0618;1668;1685;1701;1702"" /debug+ /nostdlib+ /optimize+ /out:""D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\intermediate\PackingList.Interop.dll"" /pdb:""D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\intermediate\PackingList.Interop.pdb"" /platform:""x86"" /warnaserror+ /unsafe /noconfig /nologo /target:library /define:""MCG_PRE_BUILD"" /r:""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x86\ilc\lib\Private\System.Private.Corelib.dll"" /r:""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x86\ilc\lib\Private\System.Private.Corelib.InteropServices.dll"" /r:""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x86\ilc\lib\Private\System.Private.Interop.dll"" /r:""D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\in\System.Private.Uri.dll"" /r:""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x86\ilc\lib\Private\System.Private.CompilerServices.ICastable.dll"" /r:""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x86\ilc\lib\Private\System.Private.Reflection.dll"" /r:""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x86\ilc\lib\Private\System.Private.DispatchProxy.dll"" /r:""D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\in\System.Reflection.DispatchProxy.dll"" /r:""D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\in\System.Reflection.dll"" /r:""D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\in\System.Runtime.dll"" /r:""D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\in\System.Runtime.InteropServices.dll"" /r:""D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\in\System.Runtime.InteropServices.WindowsRuntime.dll"" /r:""D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\in\System.Numerics.Vectors.dll"" /r:""D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\in\System.Threading.dll"" /r:""D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\in\System.Diagnostics.Debug.dll"" /r:""D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\in\System.Runtime.Handles.dll"" /r:""D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\in\System.Dynamic.Runtime.dll"" /r:""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x86\ilc\lib\Private\System.Private.CoreLib.Augments.dll"" /r:""D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\in\System.Runtime.Extensions.dll"" /r:""D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\in\System.Collections.dll"" /r:""D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\in\System.ObjectModel.dll"" /r:""D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\in\System.Runtime.WindowsRuntime.dll"" /r:""D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\in\System.Runtime.WindowsRuntime.UI.Xaml.dll"" ""D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\intermediate\PackingList.ITFProxy.g.cs"" ""D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\intermediate\PackingList.Interop\Adapters.g.cs"" ""D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\intermediate\PackingList.Interop\AssemblyInfo.g.cs"" ""D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\intermediate\PackingList.Interop\Data.g.cs"" ""D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\intermediate\PackingList.Interop\Helpers.g.cs"" ""D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\intermediate\PackingList.Interop\ImplTypes.g.cs"" ""D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\intermediate\PackingList.Interop\PInvoke.g.cs"" ""D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\intermediate\PackingList.Interop\SafeTypes.g.cs"" ""D:\Windows Phone\PackingList\PackaglistAppWindowsUniversal\PackingList\obj\x86\Release\ilc\intermediate\PackingList.Interop\SharedStubs.g.cs"""
"Message",Normal,"Running 'DumpNativeResources' transform, heap at 195 MB."
"Message",Normal,"Running 'ReducedCopyInitialize' transform, heap at 195 MB."
"Message",Normal,"Running 'ReducedCopyEmptyTypes' transform, heap at 219 MB."
"Message",Normal,"Running 'ReducedCopyPopulateTypes' transform, heap at 244 MB."
"Message",Normal,"Running 'ReducedCopyLateMetadata' transform, heap at 150 MB."
"Message",Normal,"Running 'ReducedCopyMethodBodies' transform, heap at 178 MB."
"Message",Normal,"Running 'ReducedCopyComplete' transform, heap at 193 MB."
"Message",Normal,"Running 'ReducedCopyCleanup' transform, heap at 206 MB."
"Message",Normal,"Running 'DeveloperExperienceModeOnlyCodeRemover' transform, heap at 206 MB."
"Message",Normal,"Running 'ComImportDetector' transform, heap at 207 MB."
"Message",Normal,"Running 'McgAccessor' transform, heap at 207 MB."
